loan_status,term,sub_grade,initial_list_status,application_type,verification_status,purpose,home_ownership,earliest_cr_line,loan_amnt,int_rate,installment,annual_inc,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies
0, 36 months,E5,f,Individual,Not Verified,debt_consolidation,MORTGAGE,Jun-1997,18850.0,21.48,714.83,55000.0,15.56,11.0,0.0,6069.0,38.4,26.0,8.0,0.0
1, 60 months,C1,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Sep-1989,21000.0,11.99,467.03,82000.0,15.07,18.0,0.0,27092.0,35.0,34.0,2.0,0.0
1, 36 months,B1,w,Individual,Not Verified,debt_consolidation,MORTGAGE,May-1998,10500.0,8.49,331.42,60000.0,15.39,13.0,1.0,10760.0,62.6,19.0,5.0,0.0
0, 36 months,D3,w,Individual,Not Verified,house,RENT,May-2001,4575.0,17.27,163.73,56000.0,10.03,12.0,0.0,2380.0,27.0,17.0,1.0,0.0
1, 36 months,B5,w,Individual,Source Verified,other,RENT,Aug-2011,5000.0,11.48,164.84,17000.0,27.9,8.0,0.0,6378.0,44.3,11.0,0.0,0.0
1, 36 months,A3,f,Individual,Not Verified,home_improvement,MORTGAGE,Sep-2002,8000.0,6.99,246.99,45000.0,15.15,12.0,0.0,5890.0,23.7,26.0,1.0,0.0
0, 36 months,C1,w,Individual,Source Verified,debt_consolidation,RENT,Apr-2005,5000.0,11.99,166.05,30000.0,9.16,12.0,2.0,5426.0,28.3,15.0,0.0,0.0
1, 36 months,A1,w,Individual,Not Verified,credit_card,MORTGAGE,Sep-1984,9075.0,5.32,273.3,40000.0,8.39,15.0,0.0,12854.0,16.3,26.0,3.0,0.0
1, 36 months,A4,w,Individual,Not Verified,credit_card,RENT,Apr-2004,12500.0,7.49,388.78,52000.0,6.83,5.0,0.0,10009.0,80.7,7.0,0.0,0.0
0, 60 months,D1,w,Individual,Source Verified,debt_consolidation,MORTGAGE,Oct-2003,19600.0,15.77,474.25,80000.0,18.99,15.0,0.0,11038.0,81.1,26.0,2.0,0.0
1, 36 months,C4,w,Individual,Source Verified,debt_consolidation,MORTGAGE,May-2012,35000.0,13.99,1196.05,90000.0,10.97,5.0,0.0,2193.0,12.3,7.0,1.0,0.0
1, 60 months,B1,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Jan-2004,28000.0,8.49,574.33,75000.0,24.83,16.0,0.0,18002.0,72.0,23.0,3.0,0.0
0, 60 months,D1,w,Individual,Not Verified,debt_consolidation,RENT,Jun-1981,14000.0,15.77,338.75,45500.0,19.24,10.0,0.0,6297.0,25.9,12.0,0.0,0.0
1, 36 months,B3,f,Individual,Not Verified,credit_card,MORTGAGE,Jul-1993,16000.0,9.8,514.78,99906.0,6.97,10.0,1.0,12632.0,69.8,26.0,4.0,0.0
1, 36 months,A1,w,Individual,Not Verified,debt_consolidation,RENT,Nov-1999,14000.0,5.32,421.61,120000.0,6.73,13.0,0.0,15686.0,16.9,20.0,0.0,0.0
1, 36 months,B1,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Aug-1997,24000.0,8.49,757.51,72000.0,22.8,16.0,0.0,20014.0,34.3,52.0,0.0,0.0
1, 36 months,C4,w,Individual,Source Verified,debt_consolidation,OWN,Sep-2002,35000.0,13.99,1196.05,75000.0,18.19,17.0,0.0,22755.0,69.6,32.0,1.0,0.0
1, 36 months,B5,w,Individual,Verified,credit_card,RENT,Dec-2009,8000.0,11.48,263.74,21610.0,31.06,9.0,0.0,8898.0,48.4,10.0,0.0,0.0
1, 36 months,C3,w,Individual,Source Verified,debt_consolidation,RENT,Jun-2007,3600.0,13.44,122.07,25000.0,26.45,23.0,0.0,4419.0,30.7,39.0,0.0,0.0
1, 36 months,C4,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Jul-1998,10500.0,13.99,358.82,110000.0,30.73,19.0,0.0,28822.0,81.2,38.0,4.0,0.0
1, 36 months,B5,w,Individual,Verified,home_improvement,MORTGAGE,Jul-1994,3000.0,11.48,98.9,105000.0,12.09,11.0,0.0,5560.0,57.9,22.0,2.0,0.0
1, 36 months,C5,f,Individual,Source Verified,credit_card,RENT,Sep-2010,16000.0,14.85,553.48,43000.0,17.11,13.0,0.0,10130.0,51.2,16.0,0.0,0.0
1, 36 months,A4,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Mar-2000,8000.0,7.49,248.82,57000.0,25.01,19.0,0.0,15916.0,41.1,31.0,2.0,0.0
1, 36 months,A4,w,Individual,Not Verified,debt_consolidation,RENT,Aug-2001,19500.0,7.49,606.49,85000.0,13.74,8.0,0.0,18662.0,70.7,20.0,0.0,0.0
1, 36 months,B1,w,Individual,Source Verified,other,MORTGAGE,Nov-1985,2000.0,8.49,63.13,140000.0,6.78,7.0,0.0,4110.0,6.8,16.0,2.0,0.0
1, 36 months,A1,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Sep-1990,16000.0,5.32,481.84,96000.0,14.45,23.0,0.0,21922.0,29.8,38.0,6.0,0.0
1, 36 months,B4,w,Individual,Source Verified,vacation,MORTGAGE,Mar-1997,3500.0,10.78,114.23,122400.0,17.97,16.0,3.0,27242.0,58.6,30.0,5.0,1.0
1, 36 months,B5,w,Individual,Verified,debt_consolidation,OWN,Oct-2008,24000.0,11.48,791.2,95000.0,26.89,9.0,0.0,18255.0,102.0,12.0,0.0,0.0
1, 36 months,A1,w,Individual,Not Verified,credit_card,OWN,Sep-2000,6000.0,5.32,180.69,120000.0,3.98,14.0,0.0,7763.0,19.4,21.0,0.0,0.0
1, 36 months,A5,w,Individual,Not Verified,debt_consolidation,MORTGAGE,May-1993,24000.0,7.91,751.08,100000.0,26.83,21.0,0.0,35994.0,56.4,39.0,1.0,0.0
0, 60 months,D5,w,Individual,Verified,debt_consolidation,RENT,Jun-2000,14875.0,18.49,381.71,37231.0,36.3,24.0,1.0,4665.0,27.9,49.0,1.0,1.0
1, 36 months,C1,w,Individual,Not Verified,other,RENT,Jun-1986,10000.0,11.99,332.1,45000.0,37.55,19.0,1.0,8339.0,24.4,40.0,2.0,1.0
1, 36 months,A3,w,Individual,Not Verified,credit_card,MORTGAGE,Oct-1993,15000.0,6.99,463.09,93000.0,14.86,8.0,0.0,14914.0,43.2,17.0,1.0,0.0
1, 36 months,A1,w,Individual,Not Verified,credit_card,RENT,Oct-1987,10000.0,5.32,301.15,68000.0,14.61,11.0,0.0,15206.0,46.6,32.0,5.0,0.0
1, 60 months,E2,w,Individual,Verified,debt_consolidation,RENT,Aug-1997,24000.0,19.48,628.93,97000.0,7.23,14.0,0.0,16424.0,52.5,38.0,1.0,0.0
1, 60 months,D4,w,Individual,Not Verified,debt_consolidation,MORTGAGE,May-1998,23525.0,17.97,597.0,70000.0,13.33,13.0,1.0,28738.0,90.9,22.0,2.0,0.0
1, 36 months,B4,w,Individual,Verified,other,RENT,Apr-1992,11000.0,10.78,358.99,297000.0,12.69,12.0,0.0,34746.0,61.9,33.0,7.0,0.0
1, 36 months,B2,w,Individual,Source Verified,debt_consolidation,MORTGAGE,Aug-2002,24000.0,9.17,765.1,210000.0,20.16,18.0,0.0,16417.0,65.1,35.0,1.0,0.0
1, 36 months,B1,w,Individual,Not Verified,credit_card,MORTGAGE,Feb-2000,16000.0,8.49,505.01,140000.0,14.68,19.0,0.0,28430.0,77.3,25.0,2.0,0.0
0, 60 months,A5,w,Individual,Verified,debt_consolidation,RENT,Aug-2001,15000.0,7.91,303.51,90000.0,17.07,20.0,0.0,20125.0,62.0,25.0,0.0,0.0
0, 36 months,C1,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Mar-2009,5000.0,11.99,166.05,60000.0,19.56,13.0,0.0,15996.0,50.8,19.0,3.0,0.0
1, 36 months,B4,w,Individual,Source Verified,credit_card,OWN,Sep-2009,15000.0,10.78,489.52,85000.0,10.14,16.0,0.0,8768.0,44.7,21.0,0.0,0.0
1, 36 months,B3,w,Individual,Not Verified,credit_card,RENT,Dec-1977,15000.0,9.8,482.61,60000.0,25.56,19.0,0.0,15448.0,25.5,53.0,3.0,0.0
1, 36 months,C4,f,Individual,Verified,other,RENT,Jun-1986,3500.0,13.99,119.61,105000.0,17.65,9.0,0.0,22712.0,78.9,19.0,0.0,0.0
1, 36 months,B2,w,Individual,Source Verified,debt_consolidation,RENT,Oct-2011,20000.0,9.17,637.58,130000.0,12.77,8.0,0.0,12187.0,36.5,13.0,0.0,0.0
1, 60 months,D5,w,Individual,Source Verified,debt_consolidation,MORTGAGE,Jul-2003,35000.0,18.49,898.13,132500.0,14.48,16.0,0.0,27946.0,83.9,25.0,5.0,0.0
1, 36 months,C1,w,Individual,Not Verified,other,MORTGAGE,May-1984,2000.0,11.99,66.42,180000.0,12.66,10.0,0.0,4016.0,75.8,32.0,3.0,0.0
1, 36 months,B3,w,Individual,Verified,credit_card,RENT,Aug-2003,12000.0,9.8,386.09,39500.0,25.43,9.0,0.0,9332.0,65.7,10.0,0.0,0.0
1, 36 months,A3,w,Individual,Not Verified,credit_card,MORTGAGE,Apr-2004,8000.0,6.99,246.99,80000.0,18.92,17.0,0.0,5387.0,36.2,25.0,2.0,0.0
0, 36 months,B3,w,Individual,Source Verified,debt_consolidation,MORTGAGE,Aug-1996,10000.0,9.8,321.74,92000.0,10.55,8.0,0.0,9560.0,54.6,27.0,5.0,0.0
1, 36 months,C4,w,Individual,Source Verified,debt_consolidation,RENT,Jan-1986,35000.0,13.99,1196.05,100000.0,19.43,12.0,0.0,31610.0,80.6,22.0,5.0,0.0
1, 60 months,A5,w,Individual,Not Verified,debt_consolidation,OWN,Feb-2005,25600.0,7.91,517.98,150000.0,10.88,10.0,0.0,15837.0,31.9,39.0,2.0,0.0
1, 36 months,C1,w,Individual,Not Verified,major_purchase,OWN,Aug-1997,4325.0,11.99,143.64,90000.0,16.96,17.0,1.0,15676.0,37.8,23.0,3.0,1.0
1, 36 months,A3,w,Individual,Not Verified,credit_card,OWN,Apr-1983,6000.0,6.99,185.24,48000.0,33.78,18.0,0.0,7204.0,26.6,30.0,0.0,0.0
0, 60 months,D1,w,Individual,Not Verified,credit_card,RENT,Feb-2004,18200.0,15.77,440.37,65000.0,29.28,27.0,1.0,7411.0,59.8,38.0,2.0,1.0
1, 36 months,A3,w,Individual,Not Verified,credit_card,RENT,Sep-2000,10000.0,6.99,308.73,54000.0,19.38,11.0,0.0,13447.0,65.3,18.0,0.0,0.0
1, 60 months,C3,w,Individual,Source Verified,debt_consolidation,MORTGAGE,May-1989,30000.0,13.44,689.37,81000.0,12.03,12.0,0.0,18471.0,52.5,18.0,2.0,0.0
1, 36 months,A1,w,Individual,Not Verified,home_improvement,MORTGAGE,Jul-1996,13200.0,5.32,397.52,150000.0,15.45,14.0,0.0,42605.0,27.7,30.0,12.0,0.0
1, 36 months,A3,w,Individual,Not Verified,debt_consolidation,RENT,Nov-2003,10000.0,6.99,308.73,220000.0,4.76,8.0,1.0,6666.0,47.6,14.0,2.0,1.0
1, 36 months,B5,w,Individual,Source Verified,debt_consolidation,MORTGAGE,Apr-2004,3000.0,11.48,98.9,75000.0,22.82,13.0,0.0,11907.0,56.4,25.0,2.0,0.0
1, 36 months,B3,w,Individual,Not Verified,debt_consolidation,OWN,Mar-1996,20000.0,9.8,643.47,96000.0,19.04,9.0,0.0,8516.0,37.8,14.0,0.0,0.0
1, 60 months,C1,w,Individual,Source Verified,credit_card,MORTGAGE,Mar-2001,13875.0,11.99,308.58,32500.0,23.53,7.0,0.0,10580.0,81.4,15.0,1.0,0.0
1, 36 months,A2,w,Individual,Verified,debt_consolidation,MORTGAGE,Nov-1994,18000.0,6.49,551.61,76000.0,14.4,20.0,0.0,19182.0,26.9,41.0,4.0,0.0
0, 36 months,B1,w,Individual,Not Verified,debt_consolidation,OWN,May-1999,15225.0,8.49,480.55,40000.0,21.21,12.0,1.0,5278.0,31.0,30.0,0.0,0.0
0, 60 months,B5,w,Individual,Not Verified,debt_consolidation,RENT,Feb-2001,16000.0,11.48,351.73,65000.0,21.16,13.0,1.0,12669.0,53.9,18.0,2.0,1.0
0, 60 months,B3,w,Individual,Not Verified,other,RENT,May-2003,21000.0,9.8,444.13,125000.0,6.2,16.0,0.0,4994.0,3.2,21.0,0.0,0.0
0, 60 months,D2,w,Individual,Verified,debt_consolidation,RENT,Sep-2000,13000.0,16.59,320.23,40000.0,16.74,6.0,0.0,18114.0,100.6,17.0,0.0,0.0
1, 36 months,A5,w,Individual,Not Verified,major_purchase,OWN,Sep-1987,20000.0,7.91,625.9,120000.0,4.99,19.0,0.0,1801.0,2.5,31.0,2.0,0.0
1, 36 months,A4,w,Individual,Source Verified,credit_card,RENT,Apr-1991,31075.0,7.49,966.49,70000.0,17.18,10.0,0.0,31640.0,48.6,28.0,3.0,0.0
1, 36 months,A3,w,Individual,Not Verified,credit_card,OWN,Nov-1983,18000.0,6.99,555.71,120000.0,14.88,7.0,0.0,41266.0,63.5,13.0,3.0,0.0
1, 36 months,B2,w,Individual,Verified,other,MORTGAGE,Oct-1998,5000.0,9.17,159.4,74967.0,33.39,9.0,1.0,8770.0,58.5,35.0,7.0,1.0
1, 36 months,D3,w,Individual,Not Verified,credit_card,MORTGAGE,Nov-1996,4675.0,17.27,167.31,13000.0,34.07,6.0,0.0,3394.0,44.1,23.0,0.0,0.0
1, 36 months,B3,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Mar-2012,6000.0,9.8,193.05,85140.0,14.42,11.0,0.0,11210.0,57.5,12.0,1.0,0.0
1, 60 months,C2,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Apr-2002,12000.0,12.88,272.31,90000.0,12.62,11.0,1.0,8275.0,30.6,30.0,4.0,1.0
1, 60 months,C4,w,Individual,Not Verified,home_improvement,RENT,Aug-2001,13000.0,13.99,302.42,115000.0,9.9,9.0,0.0,16440.0,45.2,21.0,2.0,0.0
1, 36 months,B5,w,Individual,Not Verified,other,RENT,Jan-2002,1800.0,11.48,59.34,50000.0,20.38,9.0,0.0,10140.0,95.7,15.0,0.0,0.0
1, 36 months,D2,w,Individual,Not Verified,credit_card,RENT,Jul-2000,4475.0,16.59,158.64,114000.0,8.36,5.0,1.0,5153.0,44.0,40.0,1.0,1.0
1, 36 months,A2,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Jul-2003,14400.0,6.49,441.29,70000.0,16.32,21.0,0.0,14446.0,74.8,26.0,1.0,0.0
1, 36 months,A5,w,Individual,Not Verified,debt_consolidation,RENT,Nov-2002,5875.0,7.91,183.86,70000.0,9.53,9.0,1.0,5814.0,45.1,18.0,0.0,0.0
1, 36 months,D4,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Apr-1989,20000.0,17.97,722.75,180000.0,25.1,13.0,0.0,59126.0,92.1,30.0,2.0,0.0
1, 36 months,A3,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Jun-2002,10000.0,6.99,308.73,115000.0,23.26,17.0,0.0,25824.0,72.9,39.0,5.0,0.0
1, 60 months,C2,w,Individual,Verified,debt_consolidation,MORTGAGE,Nov-1994,34100.0,12.88,773.79,92892.0,29.14,13.0,0.0,21449.0,65.2,39.0,2.0,0.0
1, 36 months,B5,w,Individual,Verified,credit_card,RENT,Dec-2004,24000.0,11.48,791.2,56457.0,12.37,5.0,0.0,22849.0,86.5,6.0,0.0,0.0
1, 36 months,B4,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Nov-1987,5200.0,10.78,169.71,160000.0,8.0,6.0,0.0,8211.0,39.7,23.0,4.0,0.0
1, 36 months,C1,w,Individual,Source Verified,debt_consolidation,RENT,Dec-2005,16800.0,11.99,557.93,50000.0,5.76,10.0,1.0,6920.0,40.7,30.0,0.0,0.0
1, 36 months,C1,w,Individual,Not Verified,debt_consolidation,RENT,Feb-2008,10000.0,11.99,332.1,40000.0,10.95,4.0,0.0,1252.0,27.2,7.0,0.0,0.0
1, 60 months,D4,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Jul-2000,22000.0,17.97,558.3,55000.0,22.34,10.0,0.0,39840.0,74.3,25.0,1.0,0.0
1, 36 months,A1,w,Individual,Verified,debt_consolidation,MORTGAGE,Oct-1979,28000.0,5.32,843.22,144000.0,29.88,16.0,0.0,82471.0,69.0,29.0,1.0,0.0
1, 36 months,A2,w,Individual,Not Verified,credit_card,MORTGAGE,Sep-2002,7200.0,6.49,220.65,60000.0,20.68,3.0,0.0,4727.0,67.5,22.0,1.0,0.0
1, 36 months,C1,w,Individual,Not Verified,debt_consolidation,RENT,May-2009,18000.0,11.99,597.78,41000.0,38.35,12.0,0.0,18982.0,61.8,20.0,0.0,0.0
1, 36 months,A4,w,Individual,Not Verified,debt_consolidation,OWN,Aug-2007,8400.0,7.49,261.26,30000.0,29.2,9.0,0.0,4008.0,46.0,13.0,0.0,0.0
1, 36 months,C5,w,Individual,Source Verified,credit_card,RENT,Oct-1999,5000.0,14.85,172.96,67000.0,31.08,18.0,0.0,16036.0,57.6,38.0,0.0,0.0
0, 36 months,B3,w,Individual,Not Verified,debt_consolidation,RENT,Jul-2003,5000.0,9.8,160.87,55000.0,10.93,6.0,0.0,6846.0,58.0,11.0,0.0,0.0
0, 36 months,B5,w,Individual,Verified,debt_consolidation,MORTGAGE,Dec-2007,2400.0,11.48,79.12,60000.0,24.14,10.0,0.0,13450.0,62.6,22.0,1.0,0.0
1, 36 months,A1,w,Individual,Not Verified,debt_consolidation,OWN,Apr-1988,15000.0,5.32,451.73,60000.0,21.48,8.0,0.0,12370.0,15.7,16.0,0.0,0.0
1, 36 months,B2,w,Individual,Verified,debt_consolidation,MORTGAGE,Dec-1999,6075.0,9.17,193.67,64400.0,27.37,17.0,0.0,5633.0,17.7,40.0,2.0,0.0
1, 36 months,B4,w,Individual,Verified,debt_consolidation,RENT,Jul-2007,20000.0,10.78,652.7,55000.0,22.58,11.0,0.0,23324.0,62.9,22.0,0.0,0.0
1, 36 months,C5,w,Individual,Verified,debt_consolidation,RENT,Oct-1999,6025.0,14.85,208.42,110000.0,21.32,17.0,1.0,7047.0,38.4,37.0,2.0,1.0
1, 36 months,B2,w,Individual,Source Verified,debt_consolidation,MORTGAGE,Jan-1997,8400.0,9.17,267.79,70000.0,12.96,7.0,0.0,4595.0,60.5,36.0,2.0,0.0
1, 60 months,C2,w,Individual,Not Verified,debt_consolidation,RENT,Aug-1999,15000.0,12.88,340.38,90000.0,21.17,14.0,0.0,18385.0,35.0,29.0,5.0,0.0
1, 36 months,D1,w,Individual,Source Verified,debt_consolidation,MORTGAGE,May-2003,12000.0,15.77,420.53,143000.0,3.61,8.0,0.0,6198.0,30.2,12.0,2.0,0.0
1, 36 months,C2,w,Individual,Not Verified,home_improvement,MORTGAGE,Jul-1996,28800.0,12.88,968.73,60000.0,6.68,9.0,0.0,25166.0,48.0,19.0,0.0,0.0
1, 36 months,A1,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Nov-2001,5000.0,5.32,150.58,60000.0,19.22,7.0,0.0,5832.0,16.9,19.0,2.0,0.0
1, 36 months,C2,w,Individual,Not Verified,home_improvement,MORTGAGE,Jan-2008,5000.0,12.88,168.19,60000.0,30.24,10.0,0.0,11687.0,44.9,31.0,1.0,0.0
1, 60 months,C1,w,Individual,Source Verified,debt_consolidation,MORTGAGE,Jun-1997,31500.0,11.99,700.55,120000.0,10.55,7.0,0.0,9374.0,25.5,20.0,2.0,0.0
1, 60 months,D5,w,Individual,Source Verified,debt_consolidation,RENT,Mar-2000,24000.0,18.49,615.86,165000.0,13.05,13.0,1.0,15347.0,79.1,38.0,2.0,1.0
0, 60 months,C2,w,Individual,Verified,debt_consolidation,MORTGAGE,Feb-1987,20000.0,12.88,453.84,110000.0,23.89,18.0,0.0,28645.0,57.0,33.0,5.0,0.0
1, 60 months,B4,w,Individual,Verified,debt_consolidation,MORTGAGE,Jun-1983,24000.0,10.78,519.19,110000.0,20.82,15.0,0.0,26534.0,34.6,35.0,4.0,0.0
1, 60 months,D3,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Aug-1984,21850.0,17.27,546.21,65000.0,12.74,9.0,0.0,8964.0,97.2,32.0,4.0,0.0
1, 36 months,A2,w,Individual,Not Verified,home_improvement,MORTGAGE,May-1996,9500.0,6.49,291.13,126500.0,8.67,14.0,1.0,5951.0,18.8,47.0,8.0,1.0
1, 36 months,B1,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Sep-1995,20000.0,8.49,631.26,98000.0,16.7,11.0,0.0,16876.0,71.8,30.0,5.0,0.0
0, 60 months,D2,w,Individual,Source Verified,home_improvement,MORTGAGE,Jan-1996,20000.0,16.59,492.66,135000.0,26.92,18.0,0.0,49831.0,78.0,30.0,1.0,0.0
1, 60 months,C2,w,Individual,Not Verified,credit_card,RENT,Oct-1995,20000.0,12.88,453.84,65000.0,16.93,16.0,0.0,17336.0,24.1,41.0,0.0,0.0
1, 36 months,A3,w,Individual,Not Verified,credit_card,MORTGAGE,Jan-2001,12000.0,6.99,370.48,50000.0,20.12,13.0,0.0,12242.0,28.9,21.0,1.0,0.0
1, 36 months,C2,w,Individual,Source Verified,debt_consolidation,MORTGAGE,Dec-2003,10000.0,12.88,336.37,65000.0,14.73,11.0,1.0,8358.0,48.3,22.0,1.0,1.0
1, 60 months,B3,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Apr-1980,12000.0,9.8,253.79,36500.0,18.91,10.0,0.0,5940.0,26.5,24.0,2.0,0.0
1, 60 months,A5,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Aug-2003,12000.0,7.91,242.81,75000.0,6.4,4.0,0.0,6873.0,59.8,10.0,2.0,0.0
1, 36 months,D1,w,Individual,Not Verified,debt_consolidation,RENT,Mar-2002,6425.0,15.77,225.16,41000.0,2.87,4.0,1.0,476.0,7.0,13.0,0.0,1.0
1, 36 months,D4,w,Individual,Not Verified,debt_consolidation,RENT,Sep-2004,12700.0,17.97,458.95,32760.0,34.32,21.0,0.0,11472.0,38.1,30.0,0.0,0.0
1, 36 months,C4,w,Individual,Source Verified,credit_card,OWN,Jul-1984,35000.0,13.99,1196.05,121000.0,9.23,27.0,1.0,21876.0,34.8,87.0,0.0,1.0
0, 36 months,C4,w,Individual,Source Verified,credit_card,OWN,Apr-2011,15000.0,13.99,512.6,48000.0,31.29,6.0,0.0,3044.0,41.7,11.0,0.0,0.0
1, 60 months,D2,w,Individual,Not Verified,debt_consolidation,RENT,May-2002,20550.0,16.59,506.21,60000.0,26.38,12.0,0.0,34612.0,39.7,20.0,4.0,0.0
1, 36 months,A3,w,Individual,Source Verified,home_improvement,MORTGAGE,Nov-1984,25000.0,6.99,771.82,127000.0,25.48,10.0,0.0,18828.0,39.1,26.0,3.0,0.0
1, 60 months,E2,f,Individual,Source Verified,debt_consolidation,RENT,Jan-2007,14000.0,19.48,366.88,115000.0,13.36,7.0,0.0,4916.0,48.2,11.0,0.0,0.0
0, 60 months,E5,w,Individual,Verified,major_purchase,RENT,Feb-1998,16925.0,21.48,462.46,47000.0,22.09,10.0,1.0,6022.0,42.0,27.0,3.0,1.0
1, 36 months,C3,w,Individual,Verified,debt_consolidation,RENT,Jun-2007,4700.0,13.44,159.36,22000.0,17.64,12.0,0.0,4192.0,26.7,19.0,0.0,0.0
1, 36 months,B1,w,Individual,Not Verified,debt_consolidation,OWN,Jul-1987,5000.0,8.49,157.82,25000.0,13.63,17.0,1.0,7259.0,20.1,24.0,0.0,1.0
1, 36 months,C5,w,Individual,Source Verified,debt_consolidation,MORTGAGE,Mar-2003,12000.0,14.85,415.11,92500.0,17.66,12.0,3.0,291.0,2.4,19.0,2.0,1.0
1, 36 months,B3,w,Individual,Source Verified,debt_consolidation,RENT,Sep-2006,12000.0,9.8,386.09,55000.0,12.61,9.0,0.0,5116.0,63.2,13.0,0.0,0.0
1, 36 months,A3,w,Individual,Source Verified,debt_consolidation,MORTGAGE,Jun-1992,15000.0,6.99,463.09,117000.0,4.66,4.0,0.0,2976.0,20.4,13.0,1.0,0.0
1, 36 months,C3,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Jan-1988,4900.0,13.44,166.15,123000.0,25.6,8.0,0.0,4792.0,64.8,16.0,2.0,0.0
1, 36 months,A4,w,Individual,Source Verified,credit_card,MORTGAGE,Jan-2001,18000.0,7.49,559.83,70000.0,16.82,10.0,0.0,19100.0,87.2,31.0,4.0,0.0
0, 60 months,C5,w,Individual,Source Verified,debt_consolidation,RENT,Jun-1999,18000.0,14.85,426.81,48000.0,19.76,15.0,1.0,3862.0,30.9,40.0,0.0,1.0
0, 36 months,D3,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Nov-2004,25000.0,17.27,894.69,120000.0,21.33,17.0,1.0,35492.0,74.2,26.0,2.0,1.0
1, 36 months,C2,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Aug-2004,15000.0,12.88,504.55,50000.0,13.92,12.0,0.0,14435.0,40.1,34.0,4.0,0.0
1, 36 months,B5,w,Individual,Source Verified,car,MORTGAGE,Dec-2005,3600.0,11.48,118.68,97000.0,18.93,16.0,1.0,7696.0,59.7,30.0,2.0,1.0
1, 36 months,B1,w,Individual,Verified,other,MORTGAGE,Oct-2007,33000.0,8.49,1041.58,92250.0,20.68,8.0,0.0,12502.0,36.6,18.0,4.0,0.0
1, 60 months,E1,w,Individual,Verified,debt_consolidation,MORTGAGE,Jul-2005,14950.0,18.99,387.73,68000.0,31.36,11.0,1.0,5549.0,57.0,40.0,2.0,1.0
1, 36 months,C2,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Feb-1995,15000.0,12.88,504.55,154000.0,35.77,20.0,0.0,19565.0,47.0,58.0,5.0,0.0
1, 36 months,D2,w,Individual,Verified,debt_consolidation,MORTGAGE,Aug-1995,7000.0,16.59,248.15,30100.0,25.68,13.0,0.0,13663.0,64.8,30.0,5.0,0.0
1, 36 months,C2,w,Individual,Source Verified,debt_consolidation,RENT,Jul-1998,35000.0,12.88,1177.27,98000.0,18.93,11.0,0.0,40023.0,40.4,24.0,1.0,0.0
1, 36 months,B1,w,Individual,Not Verified,credit_card,MORTGAGE,Dec-1977,8000.0,8.49,252.51,58000.0,5.9,11.0,0.0,42741.0,30.1,42.0,6.0,0.0
0, 36 months,C1,w,Individual,Not Verified,credit_card,MORTGAGE,Oct-1999,20000.0,11.99,664.2,40000.0,22.84,18.0,0.0,13519.0,22.6,65.0,0.0,0.0
1, 60 months,E3,w,Individual,Source Verified,debt_consolidation,MORTGAGE,Oct-2003,14375.0,19.89,379.98,80000.0,37.32,15.0,0.0,27510.0,62.1,39.0,1.0,0.0
1, 36 months,B2,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Dec-2003,21000.0,9.17,669.46,85000.0,10.51,16.0,0.0,22910.0,41.6,30.0,3.0,0.0
1, 36 months,C2,w,Individual,Source Verified,debt_consolidation,OWN,Feb-1997,3700.0,12.88,124.46,65000.0,20.81,17.0,0.0,3971.0,8.1,34.0,0.0,0.0
0, 36 months,B2,w,Individual,Not Verified,credit_card,RENT,Aug-2003,8400.0,9.17,267.79,85000.0,26.77,23.0,2.0,14877.0,45.9,34.0,0.0,1.0
1, 36 months,B5,w,Individual,Not Verified,debt_consolidation,RENT,Aug-1999,7200.0,11.48,237.36,22000.0,23.57,10.0,0.0,1335.0,8.6,10.0,0.0,0.0
1, 36 months,B1,w,Individual,Not Verified,debt_consolidation,MORTGAGE,Nov-1994,16800.0,8.49,530.26,85400.0,17.27,10.0,0.0,10223.0,43.5,21.0,2.0,0.0
1, 36 months,A1,w,Individual,Not Verified,major_purchase,MORTGAGE,Feb-1987,9000.0,5.32,271.04,150000.0,0.63,4.0,0.0,4842.0,7.0,30.0,7.0,0.0
